Company/Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage
ProfitWheel,2020,Mumbai,Retail,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed
Log 9 Materials,2014,Bangalore,Technology,Log9 Materials is on a mission to make global energy 100% clean.,Akshay Singhal,Petronas Ventures,2000000.0,Unknown
Chingari,2018,Bangalore,Media & Entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",Sumit Ghosh,Solana,19000000.0,Unknown
Ishitva,2018,Ahmedabad,Technology,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,1000000.0,Pre-Series
Ola Electric,2017,Bangalore,Manufacturing,Sustainability for the future.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Unknown
leap.club,2014,Gurugram,Services,A community-led professional network for women,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",810000.0,Pre-Series
F5,2018,New Delhi,Retail,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Pre-Series
ForeignAdmits,2018,Bangalore,Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed
SALT,2019,Bangalore,Finance,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",500000.0,Pre-Seed
EarnWealth,2014,Pune,Finance,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",Rajesh P Nair,Inflection Point Ventures,500000.0,Pre-Series
Visit Health,2015,New Delhi,Healthcare,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.","Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,7500000.0,Unknown
Crater.Club,2020,Bangalore,Media & Entertainment,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.","Vignesh Prasad, Vivan Puri",LC Nueva AIF,700000.0,Seed
NFTically,2021,Gurugram,Media & Entertainment,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed
ReshaMandi,2020,Bangalore,Services,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A
Zetwerk,2018,Bangalore,Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,Amrit Acharya,TradeCred,600000000.0,Unknown
Hubilo,2020,Ahmedabad,Technology,Hubilo is the leading hybrid event platform built for engagement and event excellence.,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,125000000.0,Series B
M2P Fintech,2015,Chennai,Finance,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",Madhusudanan R,Tiger Global,35000000.0,Series C
Open Financial Technologies,2017,Bangalore,Finance,Open is Asia’s first neobanking platform for SMEs and startups.,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series C
Niro,2021,Bangalore,Finance,Embedding personal credit products into leading consumer internet platforms.,"Aditya Kumar, Sankalp Mathur",Elevar Equity,3500000.0,Seed
Wiingy,2021,Bangalore,Education,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,Asit Biswal,Aroa Ventures,400000.0,Unknown
CarDekho,2008,Jaipur,Manufacturing,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,"Amit Jain, Anurag Jain",Inflection Point Ventures,250000000.0,Later Stage
Melorra,2015,Bangalore,E-commerce,A company that styles jewellery for the contemporary wardrobe.,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",24000000.0,Unknown
AnKa SumMor,2017,Bangalore,Retail,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.","Rajiv Joshi, Ashok George",Inflection Point Ventures,1000000.0,Pre-Series
Toch.ai,2016,Mumbai,Technology,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.","Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,11000000.0,Series A
Playto Labs,2021,Bangalore,Education,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed
Fraazo,2020,Mumbai,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,50000000.0,Series B
Arcana,2019,Bangalore,Technology,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",2300000.0,Unknown
FloCareer,2018,Bangalore,Technology,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.","Mohit Jain,  Mehul Bhatt",Data Point Capital,5700000.0,Series A
Nap Chief,2019,Mumbai,Lifestyle,India's favourite Kid's wear and Family Sleepwear D2C Brand,Raghav Gupta,Titan Capital,200000.0,Seed
AcknoLedger,2021,Mumbai,Finance,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed
ApplicateAI,2014,Gurugram,Technology,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.","Madhusudan Atmakuri, Ranjeet Kumar",Inflection Point Ventures,30000000.0,Series A
VLCC Health Care,1989,Gurugram,Healthcare,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,Vandana Luthra,Inflection Point Ventures,4000000.0,Unknown
Duroflex,1963,Bangalore,Retail,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",P. C. Mathew,Norwest Venture Partners,60000000.0,Unknown
Aviom India,2016,Bhilwara,Finance,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Kajal Ilmi,Sabre Partners,8000000.0,Series C
Onato,2021,Bangalore,Technology,A startup solving inefficiencies in the agri supply chain,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",2200000.0,Unknown
Mestastop Solutions,2018,Bangalore,Healthcare,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",Dr Arnab Roy Chowdhury,CIIE.CO,100000.0,Unknown
SaaS Labs,2016,Noida,Technology,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",17000000.0,Series A
Devnagri,2017,Noida,Media & Entertainment,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.","Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",600000.0,Seed
CRED,2018,Bangalore,Finance,CRED is a credit card payment platform that rewards users with points for paying their bills.,Kunal Shah,"Tiger Global, Falcon Edge",250000000.0,Later Stage
ConveGenius,2013,Noida,Education,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000.0,Pre-Seed
Totality,2017,Gurugram,Media & Entertainment,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",Anshul Rustaggi,"Leo Capital, Mayfield Fund",1000000.0,Unknown
CredAble,2017,Mumbai,Finance,CredAble provides liquidity programs for enterprise supply chains.,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",30000000.0,Series B
MarketWolf,2017,Mumbai,Finance,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.","Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000.0,Seed
Wondrlab,2020,Mumbai,Retail,India's largest platform-first martech startup,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000.0,Pre-Series
SUN Mobility,2017,Bangalore,Manufacturing,Provider of universal energy infrastructure and services to accelerate mass EV usage!,Chetan Maini,Vitol,50000000.0,Unknown
Tamasha,2020,Mumbai,Media & Entertainment,"Tamasha, the next-generation interactive entertainment platform.","Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,3000000.0,Pre-Series
Revfin,2017,New Delhi,Finance,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Pre-Series
Yu Foodlabs,2020,Gurugram,Food & Beverages,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",1000000.0,Pre-Series
MergerDomo,2018,New Delhi,Finance,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,Hormazd Charna,Nadir B Godrej,500000.0,Unknown
FarMart,2015,Gurugram,Agriculture,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000.0,Series A
Questt,2020,Gurugram,Education,Questt is a Free online homework app that lets teachers assign gamified homework to students.,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,6750000.0,Series A
IDfy,2011,Mumbai,Technology,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,Ashok Hariharan,"TransUnion, Blume Ventures",10000000.0,Later Stage
ClearDekho,2016,Ghaziabad,Retail,ClearDekho is India’s Leading Affordable Eyewear Brand.,"Saurabh Dayal, Shivi Singh",Aroa Ventures,4000000.0,Pre-Series
BookingJini,2017,Gurugram,Hospitality,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,1200000.0,Pre-Series
Sourcewiz,2021,Gurugram,Technology,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",3000000.0,Seed
Tvasta,2016,Chennai,Engineering,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,400000.0,Unknown
Kafqa Academy,2021,Bangalore,Education,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",1300000.0,Seed
Trell,2016,Bangalore,E-commerce,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,100000000.0,Unknown
Storia,2016,Mumbai,Food & Beverages,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Vishal Shah,Sixth Sense Ventures,6000000.0,Series A
Clear,2011,Bangalore,Technology,India’s leading FinTech SaaS platform,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",75000000.0,Series C
Groww,2016,Bangalore,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,250000000.0,Later Stage
The Indus Valley,2016,Chennai,Retail,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000.0,Unknown
BharatPe,2018,New Delhi,Finance,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.","Ashneer Grover, Shashvat Nakrani",MAS Financial Services,10000000.0,Unknown
Teachmint,2020,Bangalore,Education,Teachmint is an education infrastructure provider and India’s largest teaching platform.,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",78000000.0,Series B
Porter,2014,Bangalore,Transportation & Logistics,Porter is India's Largest Marketplace for Intra-City Logistics.,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",100000000.0,Later Stage
O4S,2017,Gurugram,Technology,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",6000000.0,Series A
Wobb,2020,Gurugram,Retail,The platform for marketers to find and work with influencers,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",200000.0,Pre-Seed
BASIC Home Loan,2020,Gurugram,Finance,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",3500000.0,Series A
Siply,2020,Bangalore,Finance,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1","Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",3200000.0,Pre-Series
BankSathi,2020,New Delhi,Finance,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",500000.0,Unknown
Gramophone,2016,Indore,Agriculture,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.","Tauseef Khan, Harshit Gupta",Z3Partners,10000000.0,Unknown
